hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
128,6,100,7.2,4.0,2.4,51,58,86,97.2,43.4,663,-3.9,22.3,93.5,28.7
128,6,125,11.2,3.2,0.8,29,33,49,99.2,38.8,949,-5.4,31.1,84.4,28.2
128,6,150,21.6,15.0,7.2,32,43,52,92.8,43.8,941,-3.3,1.5,184.1,27.3
128,6,175,18.2,11.2,7.2,38,45,55,92.6,46.4,978,-3.7,0.7,171.3,29.2
128,6,200,13.2,10.0,5.2,62,68,82,87.2,32.4,2007,-1.5,36.4,91.0,23.4
128,6,225,19.0,14.2,8.0,63,72,92,85.0,28.8,1967,+1.1,28.0,108.2,23.8
128,6,250,23.8,17.0,12.0,61,71,82,86.0,26.8,1910,+3.0,0.4,154.9,23.5
128,6,275,21.6,16.2,13.0,65,73,85,74.6,15.4,1722,+4.0,0.0,158.2,22.8
128,6,299,26.6,18.6,16.0,62,73,86,79.0,19.0,1775,+4.3,0.7,187.2,23.3
128,7,25,0.0,0.0,0.0,0,0,0,100.0,22.2,1030,-0.5,39.8,28.7,27.8
128,7,50,0.2,0.0,0.0,0,0,0,100.0,43.4,908,-2.4,32.1,37.1,26.9
128,7,75,3.4,0.4,0.0,0,0,0,98.8,37.0,641,-4.4,23.0,70.1,28.3
128,7,100,4.0,3.0,0.6,54,56,62,98.8,33.4,810,-4.0,23.7,69.0,28.4
128,7,125,10.6,6.8,4.6,58,66,75,94.8,29.8,1057,-4.0,8.0,117.4,29.0
128,7,150,13.2,8.2,4.8,53,65,79,95.0,46.4,1045,-3.5,0.0,129.3,28.0
128,7,175,19.4,11.2,3.6,58,66,80,91.0,33.0,1484,-4.2,0.0,116.9,26.1
128,7,200,17.8,14.4,7.2,59,67,83,82.0,20.8,1550,-1.4,0.0,135.8,26.6
128,7,225,26.2,19.6,16.2,60,70,80,68.4,14.6,1456,+2.3,0.1,220.7,23.3
128,7,250,19.0,13.4,9.8,57,65,79,72.4,17.2,1589,+0.4,0.2,155.9,24.2
128,7,275,26.0,19.8,16.6,58,66,82,71.6,15.0,1397,+3.2,1.0,223.2,25.8
128,7,299,23.2,17.6,15.2,62,72,86,65.4,11.2,1515,+2.7,0.2,198.5,23.8
128,8,25,0.0,0.0,0.0,0,0,0,100.0,31.6,871,-0.3,58.3,31.7,27.4
128,8,50,0.2,0.0,0.0,0,0,0,99.8,32.4,813,-4.3,21.2,49.7,28.2
128,8,75,0.4,0.2,0.0,0,0,0,100.0,43.6,724,-2.4,9.7,54.4,28.4
128,8,100,3.8,2.0,2.0,51,55,61,97.6,43.8,650,-3.6,1.0,82.4,27.7
128,8,125,4.4,2.8,1.2,45,61,72,98.8,43.0,626,-3.8,0.1,81.9,28.8
128,8,150,6.4,2.6,0.6,37,44,57,99.2,36.4,665,-4.2,0.1,76.6,29.3
128,8,175,12.0,7.8,3.0,26,37,57,96.6,25.4,684,-3.9,0.1,126.4,28.2
128,8,200,12.8,7.0,3.6,28,52,70,96.4,33.0,689,-4.0,0.0,124.3,28.5
128,8,225,13.6,10.2,6.6,30,41,53,93.2,32.4,580,-3.8,0.0,159.8,27.1
128,8,250,10.8,6.8,4.8,27,42,67,95.0,48.4,714,-5.4,0.1,123.8,25.7
128,8,275,19.0,16.0,13.2,31,45,58,86.4,39.0,651,-3.3,0.0,230.8,26.0
128,8,299,18.0,15.0,13.2,29,41,64,86.4,41.2,645,-1.4,0.0,223.4,26.6
256,1,25,0.0,0.0,0.0,0,0,0,100.0,39.6,882,-0.2,49.3,36.8,27.8
256,1,50,0.0,0.0,0.0,0,0,0,100.0,24.4,928,-4.1,42.5,43.4,27.4
256,1,75,0.4,0.2,0.0,0,0,0,100.0,47.0,683,-1.1,24.8,55.2,27.4
256,1,100,3.2,1.2,0.4,56,56,56,99.6,39.2,858,-3.2,2.9,59.7,27.7
256,1,125,6.4,1.6,0.4,69,93,93,99.0,49.0,908,-4.7,0.2,70.1,27.5
256,1,150,11.2,6.6,3.2,37,55,68,96.8,44.4,721,-3.7,0.5,119.7,28.9
256,1,175,12.8,10.8,7.2,47,57,65,92.4,24.8,701,-2.1,0.8,159.3,27.6
256,1,200,15.2,11.6,9.4,35,52,73,89.8,30.0,702,-1.9,0.2,181.1,26.1
256,1,225,24.4,15.6,9.2,32,47,64,90.2,35.0,998,-3.9,0.2,200.3,25.2
256,1,250,17.2,12.0,9.0,30,38,59,90.8,39.4,715,-3.0,0.0,186.1,25.4
256,1,275,24.0,15.8,11.6,27,36,48,88.0,38.2,833,-2.8,0.2,225.5,23.8
256,1,299,16.0,8.0,6.4,25,33,44,93.4,48.0,820,-3.5,0.0,152.0,24.4
256,2,25,0.0,0.0,0.0,0,0,0,99.8,24.4,1094,-0.2,49.5,17.9,27.4
256,2,50,0.4,0.0,0.0,0,0,0,98.8,33.2,828,-4.0,49.5,45.6,27.8
256,2,75,0.8,0.0,0.0,0,0,0,99.8,42.4,674,-3.1,23.6,57.5,27.9
256,2,100,3.2,2.2,1.0,53,58,75,98.8,37.4,639,-3.2,17.7,76.7,27.6
256,2,125,5.0,3.0,2.2,57,59,64,97.6,43.4,854,-3.9,0.0,80.7,27.6
256,2,150,13.0,7.2,3.0,51,57,71,96.6,44.4,1085,-4.6,0.2,106.2,27.8
256,2,175,10.4,8.2,3.4,62,69,80,91.6,38.6,1646,-2.3,4.5,68.9,26.3
256,2,200,19.0,12.4,6.2,61,68,75,82.2,31.6,1833,-1.5,0.4,105.8,24.6
256,2,225,12.6,9.6,6.0,66,73,87,76.2,28.8,1647,+0.2,0.7,96.8,23.4
256,2,250,19.6,13.4,10.0,65,72,92,72.2,15.6,1775,+2.3,3.8,134.0,23.9
256,2,275,13.2,9.8,7.8,70,75,87,88.0,26.0,1772,+1.5,1.1,100.2,26.4
256,2,299,22.0,14.2,9.6,60,67,82,68.8,13.8,1573,+1.9,3.7,157.1,23.5
256,3,25,0.0,0.0,0.0,0,0,0,100.0,2.8,1454,-1.9,22.9,8.8,27.6
256,3,50,0.0,0.0,0.0,0,0,0,100.0,32.0,892,-1.8,45.6,31.1,27.4
256,3,75,0.6,0.2,0.2,60,60,60,99.6,45.2,610,-3.2,9.1,60.4,28.0
256,3,100,2.8,1.4,0.4,51,59,59,99.6,48.4,742,-3.3,14.6,66.4,28.2
256,3,125,3.8,2.4,1.2,44,63,65,98.4,38.6,880,-4.2,7.2,77.6,28.4
256,3,150,8.2,5.2,2.4,39,47,58,97.2,53.0,1027,-4.9,2.1,99.7,28.5
256,3,175,12.6,7.2,3.0,53,61,72,95.4,34.8,1496,-4.1,0.8,97.1,27.8
256,3,200,19.8,16.0,11.2,57,69,79,78.8,16.2,1559,+1.3,0.0,165.2,25.5
256,3,225,8.6,4.6,2.6,62,72,99,88.4,29.4,2178,-0.9,0.1,49.0,24.9
256,3,250,17.6,11.0,8.2,59,70,95,77.4,21.2,1750,+1.7,3.0,123.0,24.0
256,3,275,17.8,11.2,7.0,64,70,88,80.4,20.8,1803,+2.2,0.0,117.2,24.0
256,3,299,20.8,14.0,10.4,59,68,87,83.6,19.6,1617,+1.8,0.0,150.5,26.0
256,4,25,0.0,0.0,0.0,0,0,0,100.0,12.2,1135,-0.7,51.8,22.1,28.1
256,4,50,0.0,0.0,0.0,0,0,0,100.0,39.0,895,-2.1,44.6,30.8,27.8
256,4,75,0.6,0.2,0.0,0,0,0,99.6,51.0,697,-2.6,38.7,52.4,27.6
256,4,100,5.0,2.8,1.2,56,62,73,98.6,33.6,1024,-3.9,12.2,71.9,28.1
256,4,125,9.2,6.8,3.4,45,54,70,96.6,33.6,905,-3.5,1.0,100.6,30.1
256,4,150,10.2,7.0,5.0,37,44,58,95.0,53.0,1004,-4.6,0.0,127.0,29.3
256,4,175,16.8,10.6,6.2,57,63,81,88.0,31.4,1922,-2.2,0.0,108.5,26.1
256,4,200,26.0,20.4,15.2,57,66,78,83.0,28.6,1857,+3.1,0.0,190.7,24.5
256,4,225,26.8,21.2,15.4,65,75,96,73.4,17.6,1782,+3.6,0.3,182.1,23.0
256,4,250,24.4,18.4,13.2,60,68,82,80.4,19.2,1731,+2.4,0.0,173.6,26.0
256,4,275,24.6,19.4,16.0,69,79,93,80.0,20.0,1825,+4.5,0.0,175.2,24.2
256,4,299,27.8,23.0,18.4,57,69,85,79.6,19.4,1682,+4.8,0.1,217.0,25.4
256,5,25,0.0,0.0,0.0,0,0,0,100.0,14.4,1367,-1.8,28.5,18.7,26.8
256,5,50,0.0,0.0,0.0,0,0,0,99.8,23.4,926,-1.0,21.7,39.8,27.6
256,5,75,3.2,0.6,0.0,0,0,0,100.0,28.2,796,-3.0,29.9,58.4,28.9
256,5,100,2.8,0.8,0.2,53,53,53,99.8,50.4,810,-5.1,11.8,56.3,27.5
256,5,125,2.8,1.2,0.6,43,48,58,99.4,62.4,1030,-5.8,0.2,61.3,27.6
256,5,150,15.4,8.6,4.6,38,48,52,95.4,58.8,1252,-4.8,2.4,127.7,27.2
256,5,175,20.4,16.0,12.2,55,64,78,85.4,27.4,1817,+1.9,3.3,159.8,26.3
256,5,200,28.6,21.6,14.8,51,59,73,85.2,28.2,1681,+2.9,8.6,205.7,26.8
256,5,225,38.0,33.4,29.4,59,70,81,70.4,20.2,1660,+9.0,1.7,304.9,25.4
256,5,250,38.6,36.4,29.2,45,52,70,70.8,16.6,1509,+9.7,1.1,368.3,26.4
256,5,275,39.6,35.2,29.8,61,71,87,69.0,12.6,1597,+7.7,2.9,312.6,26.1
256,5,299,45.8,43.2,40.0,56,71,84,59.2,6.2,1581,+11.9,9.5,405.1,24.3
256,6,25,0.0,0.0,0.0,0,0,0,100.0,11.8,1284,-1.5,62.5,13.6,27.1
256,6,50,0.0,0.0,0.0,0,0,0,100.0,9.2,1079,-2.2,84.7,26.9,28.0
256,6,75,0.6,0.0,0.0,0,0,0,99.8,51.0,695,-3.8,7.6,56.4,27.8
256,6,100,4.4,2.0,0.4,59,77,77,99.6,51.0,865,-5.4,16.7,73.8,28.2
256,6,125,5.4,3.8,2.4,43,54,69,97.6,47.2,711,-4.0,0.1,93.3,29.1
256,6,150,27.6,18.8,11.8,34,42,58,88.2,42.2,856,-1.9,3.2,245.4,30.4
256,6,175,47.8,38.4,27.4,34,42,52,72.6,29.0,1279,+5.7,3.8,424.3,28.3
256,6,200,51.4,46.2,40.0,42,49,58,60.0,13.8,1421,+10.5,0.7,508.5,26.1
256,6,225,55.8,49.6,40.2,41,47,57,59.8,17.8,1368,+9.8,1.2,537.2,24.9
256,6,250,49.6,46.4,35.0,57,64,76,65.0,17.0,1784,+8.4,10.1,397.1,25.4
256,6,275,53.6,53.2,51.0,44,49,58,49.0,4.2,1463,+16.6,13.4,602.5,24.6
256,6,299,48.6,47.4,43.2,48,55,64,56.8,7.4,1419,+13.6,1.5,504.3,24.8
256,7,25,0.0,0.0,0.0,0,0,0,100.0,16.6,1106,-0.3,48.6,24.8,26.6
256,7,50,0.0,0.0,0.0,0,0,0,100.0,30.4,892,-3.0,48.3,35.6,27.1
256,7,75,1.2,0.6,0.4,66,79,79,99.6,48.4,677,-3.1,25.7,61.0,27.9
256,7,100,2.4,1.4,1.4,38,56,70,98.4,30.0,651,-3.1,37.4,77.9,28.5
256,7,125,7.0,4.2,0.8,45,51,67,99.0,39.2,921,-5.0,0.5,85.8,28.8
256,7,150,9.2,4.8,2.2,42,52,64,97.8,54.2,1004,-6.4,4.0,102.4,28.3
256,7,175,15.6,12.8,8.2,57,66,75,83.6,23.4,1775,-1.2,0.0,138.7,26.6
256,7,200,18.8,15.0,11.6,57,67,80,85.6,23.6,1670,+1.7,0.9,158.4,25.7
256,7,225,31.6,24.0,19.6,61,74,95,57.8,10.6,1737,+8.0,0.6,235.4,23.0
256,7,250,29.0,24.8,21.2,62,73,88,75.2,17.8,1604,+6.2,3.3,242.1,25.0
256,7,275,30.8,23.0,19.0,73,83,95,76.2,27.6,1822,+10.1,0.0,192.5,24.7
256,7,299,34.4,30.6,24.8,74,85,97,68.2,20.0,1736,+10.2,0.0,238.5,25.2
256,8,25,0.0,0.0,0.0,0,0,0,100.0,7.8,1211,-0.1,69.4,15.2,25.9
256,8,50,0.0,0.0,0.0,0,0,0,99.6,24.8,874,-0.6,73.7,35.6,28.4
256,8,75,1.8,0.6,0.0,0,0,0,99.2,29.6,692,-2.5,47.7,62.7,29.6
256,8,100,2.0,0.6,0.4,46,57,57,99.6,39.6,651,-4.0,23.2,61.0,27.3
256,8,125,5.8,4.0,2.0,43,64,71,97.8,44.0,661,-4.0,8.3,94.6,28.8
256,8,150,10.2,6.4,2.4,55,60,71,97.4,35.6,733,-4.6,3.7,110.2,27.8
256,8,175,11.8,9.8,8.4,41,53,66,91.0,33.2,589,-2.1,1.2,168.3,27.3
256,8,200,18.0,13.6,7.4,47,56,70,92.2,33.8,889,-3.7,0.1,174.1,27.2
256,8,225,25.0,14.4,6.4,49,60,69,93.2,47.4,1334,-5.4,0.3,167.7,28.0
256,8,250,20.8,17.2,10.0,54,62,73,86.2,22.0,1515,-2.8,0.2,175.0,26.8
256,8,275,19.8,14.2,9.6,56,65,70,81.8,23.8,1550,-1.2,0.5,157.1,25.9
256,8,299,23.4,19.4,16.0,60,65,76,73.8,17.6,1490,+1.5,0.6,216.1,24.8
